=== Server Log Started at 2026-09-07T00:38:02.063Z ===
[2026-09-07T00:38:10.146Z] [INFO] [DEBUG] Incoming request: GET /src/match-logic/models/index.ts
[2026-09-07T00:38:10.149Z] [INFO] [DEBUG] Incoming request: GET /src/match-logic/systems/BombSystem.ts
[2026-09-07T00:38:10.154Z] [INFO] [DEBUG] Incoming request: GET /src/match-logic/ai/PlayerAI.ts
[2026-09-07T00:38:10.162Z] [INFO] [DEBUG] Incoming request: GET /src/match-logic/config/Weapons.ts
[2026-09-07T00:38:10.167Z] [INFO] [DEBUG] Incoming request: GET /src/match-logic/engine/MatchEngine.ts
[2026-09-07T00:38:10.172Z] [INFO] [DEBUG] Incoming request: GET /src/match-logic/ai/TeamAI.ts
[2026-09-07T00:38:10.174Z] [INFO] [DEBUG] Incoming request: GET /src/match-logic/systems/CombatSystem.ts
[2026-09-07T00:38:10.175Z] [INFO] [DEBUG] Incoming request: GET /src/match-logic/systems/MapSystem.ts
[2026-09-07T00:38:10.180Z] [INFO] [DEBUG] Incoming request: GET /src/match-logic/engine/RoundEngine.ts
[2026-09-07T00:38:10.182Z] [INFO] [DEBUG] Incoming request: GET /src/match-logic/systems/EconomySystem.ts
[2026-09-07T00:38:10.401Z] [INFO] [DEBUG] Incoming request: GET /api/logo/Vitality?game=cs2
[2026-09-07T00:38:10.405Z] [INFO] [DEBUG] Incoming request: GET /api/logo/NAVI?game=cs2
[2026-09-07T00:38:10.406Z] [INFO] [DEBUG] Incoming request: GET /api/avatar/Player%201?game=cs2
[2026-09-07T00:38:10.410Z] [INFO] [DEBUG] Incoming request: GET /api/avatar/Player%204?game=cs2
[2026-09-07T00:38:10.412Z] [INFO] [DEBUG] Incoming request: GET /api/avatar/Player%205?game=cs2
[2026-09-07T00:38:10.413Z] [INFO] [DEBUG] Incoming request: GET /api/avatar/Player%202?game=cs2
[2026-09-07T00:38:10.415Z] [INFO] [DEBUG] Incoming request: GET /api/avatar/Player%203?game=cs2
[2026-09-07T00:38:10.479Z] [INFO] [DEBUG] Incoming request: GET /src/lib/mapStats.ts
[2026-09-07T00:38:10.506Z] [INFO] [DEBUG] Incoming request: GET /maps/dust2.jpg
[2026-09-07T00:38:10.508Z] [INFO] [DEBUG] Incoming request: GET /maps/mirage.jpg
[2026-09-07T00:38:10.509Z] [INFO] [DEBUG] Incoming request: GET /maps/ancient.jpg
[2026-09-07T00:38:10.511Z] [INFO] [DEBUG] Incoming request: GET /maps/cache.jpg
[2026-09-07T00:38:10.512Z] [INFO] [DEBUG] Incoming request: GET /maps/anubis.jpg
[2026-09-07T00:38:10.513Z] [INFO] [DEBUG] Incoming request: GET /maps/nuke.jpg
[2026-09-07T00:38:10.514Z] [INFO] [DEBUG] Incoming request: GET /maps/inferno.jpg
[2026-09-07T00:38:10.741Z] [INFO] [DEBUG] Incoming request: POST /api/db/getDocs
[2026-09-07T00:38:10.753Z] [INFO] [DEBUG] Incoming request: GET /api/backup-data/channel_bamep_cs2@matchsimulator.com
[2026-09-07T00:38:10.754Z] [INFO] Serving backup-data request for user: channel_bamep_cs2@matchsimulator.com
[2026-09-07T00:38:12.406Z] [INFO] [DEBUG] Incoming request: POST /api/sync-cache
[2026-09-07T00:38:12.409Z] [INFO] Received cache sync request for user: channel_bamep_cs2@matchsimulator.com
[2026-09-07T00:38:12.409Z] [INFO] Sync settings for user: channel_bamep_cs2@matchsimulator.com
[2026-09-07T00:38:12.784Z] [INFO] Successfully synced cache for user channel_bamep_cs2@matchsimulator.com
[2026-09-07T00:38:31.048Z] [INFO] [DEBUG] Incoming request: GET /api/admin/quota-stats
[2026-09-07T00:38:31.050Z] [INFO] [DEBUG] Incoming request: GET /api/admin/rooms
[2026-09-07T00:38:31.148Z] [INFO] [DEBUG] Incoming request: GET /api/admin/rooms
[2026-09-07T00:38:31.150Z] [INFO] [DEBUG] Incoming request: GET /api/admin/quota-stats
[2026-09-07T00:38:40.430Z] [INFO] [DEBUG] Incoming request: GET /api/backup-data/channel_bamep_cs2@matchsimulator.com
[2026-09-07T00:38:40.431Z] [INFO] Serving backup-data request for user: channel_bamep_cs2@matchsimulator.com
[2026-09-07T00:38:46.025Z] [INFO] [DEBUG] Incoming request: GET /api/admin/quota-stats
[2026-09-07T00:38:46.028Z] [INFO] [DEBUG] Incoming request: GET /api/admin/rooms
[2026-09-07T00:39:01.026Z] [INFO] [DEBUG] Incoming request: GET /api/admin/quota-stats
[2026-09-07T00:39:01.028Z] [INFO] [DEBUG] Incoming request: GET /api/admin/rooms
[2026-09-07T00:39:10.432Z] [INFO] [DEBUG] Incoming request: GET /api/backup-data/channel_bamep_cs2@matchsimulator.com
[2026-09-07T00:39:10.432Z] [INFO] Serving backup-data request for user: channel_bamep_cs2@matchsimulator.com
[2026-09-07T00:39:16.025Z] [INFO] [DEBUG] Incoming request: GET /api/admin/quota-stats
[2026-09-07T00:39:16.027Z] [INFO] [DEBUG] Incoming request: GET /api/admin/rooms
[2026-09-07T00:39:31.026Z] [INFO] [DEBUG] Incoming request: GET /api/admin/rooms
[2026-09-07T00:39:31.028Z] [INFO] [DEBUG] Incoming request: GET /api/admin/quota-stats
[2026-09-07T00:39:40.431Z] [INFO] [DEBUG] Incoming request: GET /api/backup-data/channel_bamep_cs2@matchsimulator.com
[2026-09-07T00:39:40.431Z] [INFO] Serving backup-data request for user: channel_bamep_cs2@matchsimulator.com
[2026-09-07T00:39:46.031Z] [INFO] [DEBUG] Incoming request: GET /api/admin/rooms
[2026-09-07T00:39:46.033Z] [INFO] [DEBUG] Incoming request: GET /api/admin/quota-stats
